Mois,Qualité,Territoire,Attribut,Valeur
01/02/2013,Données définitives,Occitanie,Production thermique gaz,59
01/02/2013,Données définitives,Occitanie,Production hydraulique,1406
01/02/2013,Données définitives,Occitanie,Production éolien,209
01/02/2013,Données définitives,Occitanie,Production solaire,53
01/02/2013,Données définitives,Occitanie,Production bioénergies,55
01/02/2013,Données définitives,Occitanie,Consommation totale,0
01/02/2013,Données définitives,Normandie,Production totale,7152
01/02/2013,Données définitives,Normandie,Production nucléaire,6322
01/02/2013,Données définitives,Normandie,Production thermique totale,678
01/02/2013,Données définitives,Normandie,Production thermique charbon,370
01/02/2013,Données définitives,Normandie,Production thermique fioul,44
01/02/2013,Données définitives,Normandie,Production thermique gaz,263
01/02/2013,Données définitives,Normandie,Production hydraulique,11
01/02/2013,Données définitives,Normandie,Production éolien,89
01/02/2013,Données définitives,Normandie,Production solaire,3
01/02/2013,Données définitives,Normandie,Production bioénergies,45
01/02/2013,Données définitives,Normandie,Consommation totale,0
01/02/2013,Données définitives,Hauts-de-France,Production totale,4072
01/02/2013,Données définitives,Hauts-de-France,Production nucléaire,2956
01/02/2013,Données définitives,Hauts-de-France,Production thermique totale,776
01/02/2013,Données définitives,Hauts-de-France,Production thermique charbon,106
01/02/2013,Données définitives,Hauts-de-France,Production thermique fioul,0
01/02/2013,Données définitives,Hauts-de-France,Production thermique gaz,668
01/02/2013,Données définitives,Hauts-de-France,Production hydraulique,1
01/02/2013,Données définitives,Hauts-de-France,Production éolien,283
01/02/2013,Données définitives,Hauts-de-France,Production solaire,4
01/02/2013,Données définitives,Hauts-de-France,Production bioénergies,50
01/02/2013,Données définitives,Hauts-de-France,Consommation totale,0
01/02/2013,Données définitives,PACA,Production totale,1817
01/02/2013,Données définitives,PACA,Production thermique totale,626
01/02/2013,Données définitives,PACA,Production thermique charbon,256
01/02/2013,Données définitives,PACA,Production thermique fioul,117
01/02/2013,Données définitives,PACA,Production thermique gaz,252
01/02/2013,Données définitives,PACA,Production hydraulique,1085
01/02/2013,Données définitives,PACA,Production éolien,12
01/02/2013,Données définitives,PACA,Production solaire,46
01/02/2013,Données définitives,PACA,Production bioénergies,47
01/02/2013,Données définitives,PACA,Consommation totale,0
01/02/2013,Données définitives,Pays-de-la-Loire,Production totale,1046
01/02/2013,Données définitives,Pays-de-la-Loire,Production thermique totale,906
01/02/2013,Données définitives,Pays-de-la-Loire,Production thermique charbon,611
01/02/2013,Données définitives,Pays-de-la-Loire,Production thermique fioul,44
01/02/2013,Données définitives,Pays-de-la-Loire,Production thermique gaz,250
01/02/2013,Données définitives,Pays-de-la-Loire,Production hydraulique,1
01/02/2013,Données définitives,Pays-de-la-Loire,Production éolien,96
01/02/2013,Données définitives,Pays-de-la-Loire,Production solaire,14
01/02/2013,Données définitives,Pays-de-la-Loire,Production bioénergies,28
01/02/2013,Données définitives,Pays-de-la-Loire,Consommation totale,0
01/03/2013,Données définitives,Grand-Est,Production totale,9500
01/03/2013,Données définitives,Grand-Est,Production nucléaire,6711
01/03/2013,Données définitives,Grand-Est,Production thermique totale,1685
01/03/2013,Données définitives,Grand-Est,Production thermique charbon,1043
01/03/2013,Données définitives,Grand-Est,Production thermique fioul,9
01/03/2013,Données définitives,Grand-Est,Production thermique gaz,632
01/03/2013,Données définitives,Grand-Est,Production hydraulique,697
01/03/2013,Données définitives,Grand-Est,Production éolien,316
01/03/2013,Données définitives,Grand-Est,Production solaire,29
01/03/2013,Données définitives,Grand-Est,Production bioénergies,59
01/03/2013,Données définitives,Grand-Est,Consommation totale,0
01/03/2013,Données définitives,Grand-Est,Solde exportateur,0
01/03/2013,Données définitives,Nouvelle-Aquitaine,Production totale,5255
01/03/2013,Données définitives,Nouvelle-Aquitaine,Production nucléaire,4399
01/03/2013,Données définitives,Nouvelle-Aquitaine,Production thermique totale,155
01/03/2013,Données définitives,Nouvelle-Aquitaine,Production thermique fioul,6
01/03/2013,Données définitives,Nouvelle-Aquitaine,Production thermique gaz,149
01/03/2013,Données définitives,Nouvelle-Aquitaine,Production hydraulique,454
01/03/2013,Données définitives,Nouvelle-Aquitaine,Production éolien,67
01/03/2013,Données définitives,Nouvelle-Aquitaine,Production solaire,68
01/03/2013,Données définitives,Nouvelle-Aquitaine,Production bioénergies,110
01/03/2013,Données définitives,Nouvelle-Aquitaine,Consommation totale,0
01/03/2013,Données définitives,Nouvelle-Aquitaine,Solde exportateur,0
01/03/2013,Données définitives,Auvergne-Rhône-Alpes,Production totale,11129
01/03/2013,Données définitives,Auvergne-Rhône-Alpes,Production nucléaire,8164
01/03/2013,Données définitives,Auvergne-Rhône-Alpes,Production thermique totale,214
01/03/2013,Données définitives,Auvergne-Rhône-Alpes,Production thermique charbon,0
01/03/2013,Données définitives,Auvergne-Rhône-Alpes,Production thermique fioul,56
01/03/2013,Données définitives,Auvergne-Rhône-Alpes,Production thermique gaz,156
01/03/2013,Données définitives,Auvergne-Rhône-Alpes,Production hydraulique,2582
01/03/2013,Données définitives,Auvergne-Rhône-Alpes,Production éolien,62
01/03/2013,Données définitives,Auvergne-Rhône-Alpes,Production solaire,34
01/03/2013,Données définitives,Auvergne-Rhône-Alpes,Production bioénergies,70
01/03/2013,Données définitives,Auvergne-Rhône-Alpes,Consommation totale,0
01/03/2013,Données définitives,Auvergne-Rhône-Alpes,Solde exportateur,0
01/03/2013,Données définitives,Bourgogne-Franche-Comté,Production totale,339
01/03/2013,Données définitives,Bourgogne-Franche-Comté,Production thermique totale,209
01/03/2013,Données définitives,Bourgogne-Franche-Comté,Production thermique charbon,83
01/03/2013,Données définitives,Bourgogne-Franche-Comté,Production thermique fioul,0
01/03/2013,Données définitives,Bourgogne-Franche-Comté,Production thermique gaz,124
01/03/2013,Données définitives,Bourgogne-Franche-Comté,Production hydraulique,84
01/03/2013,Données définitives,Bourgogne-Franche-Comté,Production éolien,21
01/03/2013,Données définitives,Bourgogne-Franche-Comté,Production solaire,10
01/03/2013,Données définitives,Bourgogne-Franche-Comté,Production bioénergies,13
01/03/2013,Données définitives,Bourgogne-Franche-Comté,Consommation totale,0
01/03/2013,Données définitives,Bourgogne-Franche-Comté,Solde exportateur,0
01/03/2013,Données définitives,Bretagne,Production totale,249
01/03/2013,Données définitives,Bretagne,Production thermique totale,49
01/03/2013,Données définitives,Bretagne,Production thermique fioul,2
01/03/2013,Données définitives,Bretagne,Production thermique gaz,47
01/03/2013,Données définitives,Bretagne,Production hydraulique,50
01/03/2013,Données définitives,Bretagne,Production éolien,120
01/03/2013,Données définitives,Bretagne,Production solaire,10
01/03/2013,Données définitives,Bretagne,Production bioénergies,19
01/03/2013,Données définitives,Bretagne,Consommation totale,0
01/03/2013,Données définitives,Bretagne,Solde exportateur,0
01/03/2013,Données définitives,Centre-Val de Loire,Production totale,7083
01/03/2013,Données définitives,Centre-Val de Loire,Production nucléaire,6836
01/03/2013,Données définitives,Centre-Val de Loire,Production thermique totale,61
01/03/2013,Données définitives,Centre-Val de Loire,Production thermique fioul,2
01/03/2013,Données définitives,Centre-Val de Loire,Production thermique gaz,59
01/03/2013,Données définitives,Centre-Val de Loire,Production hydraulique,16
01/03/2013,Données définitives,Centre-Val de Loire,Production éolien,125
01/03/2013,Données définitives,Centre-Val de Loire,Production solaire,11
01/03/2013,Données définitives,Centre-Val de Loire,Production bioénergies,31
01/03/2013,Données définitives,Centre-Val de Loire,Consommation totale,0
01/03/2013,Données définitives,France,Production totale,51882
01/03/2013,Données définitives,France,Production nucléaire,36785
01/03/2013,Données définitives,France,Production thermique totale,6270
01/03/2013,Données définitives,France,Production thermique charbon,2833
01/03/2013,Données définitives,France,Production thermique fioul,422
01/03/2013,Données définitives,France,Production thermique gaz,3015
01/03/2013,Données définitives,France,Production hydraulique,6488
01/03/2013,Données définitives,France,Production éolien,1352
01/03/2013,Données définitives,France,Production solaire,344
01/03/2013,Données définitives,France,Production bioénergies,642
01/03/2013,Données définitives,France,Consommation totale,49480
01/03/2013,Données définitives,France,Solde exportateur,1733
01/03/2013,Données définitives,France,Echanges export,6003
01/03/2013,Données définitives,France,Echanges import,4270
01/03/2013,Données définitives,France,Echanges avec le Royaume-Uni,566
01/03/2013,Données définitives,France,Echanges avec l'Espagne,-636
01/03/2013,Données définitives,France,Echanges avec l'Italie,1170
01/03/2013,Données définitives,France,Echanges avec la Suisse,1513
01/03/2013,Données définitives,France,Echanges avec l'Allemagne et la Belgique,-880
01/03/2013,Données définitives,Ile-de-France,Production totale,886
01/03/2013,Données définitives,Ile-de-France,Production thermique totale,769
01/03/2013,Données définitives,Ile-de-France,Production thermique charbon,242
01/03/2013,Données définitives,Ile-de-France,Production thermique fioul,61
01/03/2013,Données définitives,Ile-de-France,Production thermique gaz,466
01/03/2013,Données définitives,Ile-de-France,Production hydraulique,3
01/03/2013,Données définitives,Ile-de-France,Production éolien,2
01/03/2013,Données définitives,Ile-de-France,Production solaire,3
01/03/2013,Données définitives,Ile-de-France,Production bioénergies,106
01/03/2013,Données définitives,Ile-de-France,Consommation totale,0
01/03/2013,Données définitives,Occitanie,Production totale,3648
01/03/2013,Données définitives,Occitanie,Production nucléaire,1798
01/03/2013,Données définitives,Occitanie,Production thermique totale,86
